left_key	left_name	right_key	right_name	chosen_key
31181	Отдел Управления Федеральной миграционной службы России по городу Москве в Зеленоградском административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31181
28926	Отдел УФМС России по Кемеровской области в г.Белово	28921	Управление Федеральной миграционной службы по Кемеровской области	28926
29084	Отдел УФМС России по Краснодарскому краю в г.Новороссийске	29060	Управление Федеральной миграционной службы по Краснодарскому краю	29084
29127	Отдел УФМС России по Красноярскому краю в Советском районе г. Красноярска	29122	Управление Федеральной миграционной службы по Красноярскому краю	29127
29226	Отдел УФМС России по Курской области в Центральном административном округе г.Курска	29220	Управление Федеральной миграционной службы по Курской области	29226
29311	Отдел УФМС России по Московской области в Красногорском районе	29281	Управление Федеральной миграционной службы по Московской области	29311
30153	Межрайонный отдел УФМС России по Республике Саха (Якутия) в г. Якутске	30136	Управление Федеральной миграционной службы по Республике Саха (Якутия)	30153
30977	Отдел УФМС России по Челябинской области в г. Троицке и Троицком районе	30976	Управление Федеральной миграционной службы по Челябинской области	30977
31005	Отделение УФМС России по Челябинской области в Ашинском районе	30976	Управление Федеральной миграционной службы по Челябинской области	31005
13104	Управление Федеральной налоговой службы по Карачаево-Черкесской Республике	13215	Управление Федеральной налоговой службы по Удмуртской Республике	13104
15738	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Кабардино-Балкарской Республике	233	Пенсионный фонд Российской Федерации	15738
15158	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Мурманской области	233	Пенсионный фонд Российской Федерации	15158
15278	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Новгородской области	233	Пенсионный фонд Российской Федерации	15278
16691	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Ростовской области	233	Пенсионный фонд Российской Федерации	16691
15508	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Удмуртской Республике	233	Пенсионный фонд Российской Федерации	15508
14583	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Ярославской области	233	Пенсионный фонд Российской Федерации	14583
15558	Отделение Пенсионного фонда Российской Федерации по Приморскому краю	233	Пенсионный фонд Российской Федерации	15558
15472	Отделение ПФР в Чувашской Республике - Чувашии	233	Пенсионный фонд Российской Федерации	15472
15926	Отделение ПФР по Ивановской области	233	Пенсионный фонд Российской Федерации	15926
16202	Отделение ПФР по Республике Калмыкия	233	Пенсионный фонд Российской Федерации	16202
14536	Отделение ПФР по Челябинской области	233	Пенсионный фонд Российской Федерации	14536
211	Министерство внутренних дел Российской Федерации	171	Федеральная миграционная служба	171
171	Федеральная миграционная служба	28338	Управление Федеральной миграционной cлужбы по Республике Коми	28338
171	Федеральная миграционная служба	28521	Управление Федеральной миграционной службы по Белгородской области	28521
171	Федеральная миграционная служба	28562	Управление Федеральной миграционной службы по Брянской области	28562
171	Федеральная миграционная служба	28596	Управление Федеральной миграционной службы по Владимирской области	28596
171	Федеральная миграционная служба	28670	Управление Федеральной миграционной службы по Вологодской области	28670
171	Федеральная миграционная служба	28699	Управление Федеральной миграционной службы по Воронежской области	28699
171	Федеральная миграционная служба	28980	Управление Федеральной миграционной службы по Кировской области	28980
171	Федеральная миграционная служба	29030	Управление Федеральной миграционной службы по Костромской области	29030
171	Федеральная миграционная служба	29194	Управление Федеральной миграционной службы по Курганской области	29194
171	Федеральная миграционная служба	29220	Управление Федеральной миграционной службы по Курской области	29220
171	Федеральная миграционная служба	29281	Управление Федеральной миграционной службы по Московской области	29281
171	Федеральная миграционная служба	29656	Управление Федеральной миграционной службы по Оренбургской области	29656
171	Федеральная миграционная служба	29734	Управление Федеральной миграционной службы по Пензенской области	29734
171	Федеральная миграционная служба	30110	Управление Федеральной миграционной службы по Республике Мордовия	30110
171	Федеральная миграционная служба	30259	Управление Федеральной миграционной службы по Ростовской области	30259
28384	Отдел УФМС России по Алтайскому краю в г. Бийске	28375	Управление Федеральной миграционной службы по Алтайскому краю	28384
28377	Отдел УФМС России по Алтайскому краю в Индустриальном районе г.Барнаула	28375	Управление Федеральной миграционной службы по Алтайскому краю	28377
28380	Отдел УФМС России по Алтайскому краю в Октябрьском районе г.Барнаула	28375	Управление Федеральной миграционной службы по Алтайскому краю	28380
28382	Отдел УФМС России по Алтайскому краю в Центральном районе г.Барнаула	28375	Управление Федеральной миграционной службы по Алтайскому краю	28382
