left_key	left_name	right_key	right_name	chosen_key
29151	Отделение УФМС России по Красноярскому краю в Нижнеингашском районе	29122	Управление Федеральной миграционной службы по Красноярскому краю	29151
29160	Отделение УФМС России по Красноярскому краю в Эвенкийском муниципальном районе	29122	Управление Федеральной миграционной службы по Красноярскому краю	29160
29407	Отдел УФМС России по Московской области в гор. Железнодорожном	29281	Управление Федеральной миграционной службы по Московской области	29407
29431	Отдел УФМС России по Московской области в гор. Серпухове	29281	Управление Федеральной миграционной службы по Московской области	29431
29300	Отдел УФМС России по Московской области в Егорьевском районе	29281	Управление Федеральной миграционной службы по Московской области	29300
29309	Отдел УФМС России по Московской области в Клинском районе	29281	Управление Федеральной миграционной службы по Московской области	29309
29363	Отдел УФМС России по Московской области в Павлово-Посадском районе	29281	Управление Федеральной миграционной службы по Московской области	29363
29828	Межрайонное отделение УФМС России по Приморскому краю по городскому округу Спасск-Дальний и Спасскому муниципальному району	29821	Управление Федеральной миграционной службы по Приморскому краю	29828
30513	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Пушкинском районе г. Санкт-Петербурге	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30513
30549	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Волосовском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30549
30551	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Кингисеппском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30551
30554	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Киришском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30554
30556	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Лодейнопольском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30556
30559	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Ломоносовском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30559
30571	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Приозерском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30571
30574	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Сланцевском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30574
30576	Отделение УФМС России по Санкт-Петербургу и Ленинградской области в Тихвинском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30576
31276	Отдел обеспечения паспортной и регистрационной работы УФМС России по Тверской области	31269	Управление федеральной миграционной службы по Тверской области	31276
30951	Отделение УФМС России по Ханты-Мансийскому автономному округу - Югре в Березовском районе	30941	Управление Федеральной миграционной службы по Ханты-Мансийскому автономному округу-Югре	30951
30954	Отделение УФМС России по Ханты-Мансийскому автономному округу - Югре в Нефтеюганском районе	30941	Управление Федеральной миграционной службы по Ханты-Мансийскому автономному округу-Югре	30954
30957	Отделение УФМС России по Ханты-Мансийскому автономному округу - Югре в Нижневартовском районе	30941	Управление Федеральной миграционной службы по Ханты-Мансийскому автономному округу-Югре	30957
30993	Отдел УФМС России по Челябинской области в г. Миассе	30976	Управление Федеральной миграционной службы по Челябинской области	30993
31001	Отделение УФМС России по Челябинской области в г. Еманжелинске	30976	Управление Федеральной миграционной службы по Челябинской области	31001
29416	Отдел УФМС России по Московской области в гор. Королеве	29281	Управление Федеральной миграционной службы по Московской области	29416
29304	Отдел УФМС России по Московской области в Истринском районе	29281	Управление Федеральной миграционной службы по Московской области	29304
29832	Отдел УФМС России по Приморскому краю в Находкинском городском округе	29821	Управление Федеральной миграционной службы по Приморскому краю	29832
30191	Отдел УФМС России по Республике Татарстан в Зеленодольском районе	30185	Управление Федеральной миграционной службы по Республике Татарстан	30191
983	Управление Федеральной службы судебных приставов по Амурской области	169	Федеральная служба судебных приставов	983
1006	Управление Федеральной службы судебных приставов по Республике Бурятия	169	Федеральная служба судебных приставов	1006
868	Управление Федеральной службы судебных приставов по Республике Дагестан	169	Федеральная служба судебных приставов	868
1039	Управление Федеральной службы судебных приставов по Свердловской области	169	Федеральная служба судебных приставов	1039
828	Управление Федеральной службы судебных приставов по Тамбовской области	169	Федеральная служба судебных приставов	828
1037	Управление Федеральной службы судебных приставов по Томской области	169	Федеральная служба судебных приставов	1037
982	Управление Федеральной службы судебных приставов по Хабаровскому краю	169	Федеральная служба судебных приставов	982
1044	Управление Федеральной службы судебных приставов по Ханты-Мансийскому автономному округу - Югре	169	Федеральная служба судебных приставов	1044
883	Управление Федеральной службы судебных приставов по Чеченской Республике	169	Федеральная служба судебных приставов	883
1393	Управление Федеральной службы судебных приставов по Чувашской Республике	169	Федеральная служба судебных приставов	1393
